x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,y
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09859333106776864,0.09859333106776864,0.4929666553388432,0.07399762645558966,0.07399762645558966,0.3699881322779483,0.059217594701792886,0.059217594701792886,0.29608797350896443,0.04935682116470262,0.04935682116470262,0.24678410582351304,0.04231040843023312,0.04231040843023312,0.2115520421511656,-0.9111026276284392,-0.9111026276284392,-4.555513138142197,-0.9972584175021731,-0.9972584175021731,-4.986292087510867,-0.9310882625632538,-0.9310882625632538,-4.6554413128162695,-0.8402914895606459,-0.8402914895606459,-4.20145744780323,-0.7547512549345707,-0.7547512549345707,-3.7737562746728535,-1.8808281857303568
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11329697005753392,0.11329697005753392,0.5664848502876697,0.08505269366928188,0.08505269366928188,0.4252634683464094,0.06807177746974409,0.06807177746974409,0.34035888734872044,0.056739893304143876,0.056739893304143876,0.28369946652071937,0.04864112681507912,0.04864112681507912,0.2432056340753956,-0.9170976976101004,-0.9170976976101004,-4.585488488050502,-0.9963764546092,-0.9963764546092,-4.981882273046,-0.9278151345801592,-0.9278151345801592,-4.639075672900796,-0.8362602855170765,-0.8362602855170765,-4.181301427585384,-0.7505787975349953,-0.7505787975349953,-3.7528939876749767,-3.8363882905710174
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11973719772389235,0.11973719772389235,0.5986859886194619,0.08989735139287723,0.08989735139287723,0.44948675696438617,0.07195287187847729,0.07195287187847729,0.3597643593923865,0.05997656957227596,0.05997656957227596,0.2998828478613797,0.05141667738791098,0.05141667738791098,0.2570833869395549,-0.9196634887112184,-0.9196634887112184,-4.598317443556092,-0.9959510360517456,-0.9959510360517456,-4.979755180258728,-0.9263567489545024,-0.9263567489545024,-4.6317837447725125,-0.8344780872184394,-0.8344780872184394,-4.172390436092197,-0.7487395704775137,-0.7487395704775137,-3.7436978523875686,-2.8260522153031777
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13442082407856648,0.13442082407856648,0.6721041203928324,0.1009494687755545,0.1009494687755545,0.5047473438777725,0.08080916687757439,0.08080916687757439,0.404045834387872,0.06736342776542661,0.06736342776542661,0.33681713882713304,0.05775168841222374,0.05775168841222374,0.2887584420611187,-0.9253760612822072,-0.9253760612822072,-4.626880306411037,-0.9948915542680686,-0.9948915542680686,-4.974457771340343,-0.9229747671027592,-0.9229747671027592,-4.614873835513795,-0.8303765170541657,-0.8303765170541657,-4.151882585270829,-0.7445190000916183,-0.7445190000916183,-3.7225950004580914,-4.5757098557141775
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13608529799569974,0.13608529799569974,0.6804264899784989,0.10220288502741227,0.10220288502741227,0.5110144251370614,0.08181377566812198,0.08181377566812198,0.4090688783406097,0.06820145128748444,0.06820145128748444,0.3410072564374222,0.058470433469730014,0.058470433469730014,0.29235216734865005,-0.9260115259112648,-0.9260115259112648,-4.630057629556323,-0.9947635750730288,-0.9947635750730288,-4.973817875365143,-0.9225863795926286,-0.9225863795926286,-4.612931897963144,-0.8299081988076842,-0.8299081988076842,-4.149540994038421,-0.7440381598149571,-0.7440381598149571,-3.720190799074785,-2.8225386157090484
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13666638151552746,0.13666638151552746,0.6833319075776373,0.10264049427068456,0.10264049427068456,0.5132024713534229,0.08216452898415025,0.08216452898415025,0.4108226449207513,0.06849404731043339,0.06849404731043339,0.34247023655216696,0.05872138597601726,0.05872138597601726,0.2936069298800863,-0.9262327915984386,-0.9262327915984386,-4.631163957992193,-0.9947185174389132,-0.9947185174389132,-4.973592587194566,-0.922450548010776,-0.922450548010776,-4.612252740053879,-0.8297445411833974,-0.8297445411833974,-4.148722705916986,-0.7438701770306007,-0.7438701770306007,-3.7193508851530033,-3.4037511035300017
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14989450908000004,0.14989450908000004,0.7494725454000002,0.112606831984647,0.112606831984647,0.5630341599232349,0.09015437019847204,0.09015437019847204,0.4507718509923602,0.0751598442575074,0.0751598442575074,0.37579922128753696,0.06443885322173191,0.06443885322173191,0.3221942661086596,-0.9311882995213472,-0.9311882995213472,-4.655941497606737,-0.9936396235005835,-0.9936396235005835,-4.968198117502919,-0.9193243946502242,-0.9193243946502242,-4.5966219732511195,-0.8259959276715927,-0.8259959276715927,-4.1299796383579634,-0.7400296009207059,-0.7400296009207059,-3.7001480046035296,-2.0423394628046943
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1520509661136213,0.1520509661136213,0.7602548305681065,0.11423237053079124,0.11423237053079124,0.5711618526539561,0.09145783953575366,0.09145783953575366,0.4572891976787683,0.07624744498156504,0.07624744498156504,0.3812372249078252,0.06537179395503545,0.06537179395503545,0.32685896977517725,-0.9319813100583773,-0.9319813100583773,-4.659906550291887,-0.993454058083672,-0.993454058083672,-4.9672702904183605,-0.9188085635703406,-0.9188085635703406,-4.594042817851703,-0.8253806175969425,-0.8253806175969425,-4.126903087984712,-0.7394004797461411,-0.7394004797461411,-3.6970023987307057,-1.975760360378607
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15493486789349833,0.15493486789349833,0.7746743394674916,0.11640663272413472,0.11640663272413472,0.5820331636206736,0.0932014521223101,0.0932014521223101,0.4660072606115505,0.07770235916464815,0.07770235916464815,0.3885117958232408,0.06661984748491631,0.06661984748491631,0.3330992374245816,-0.9330353097071228,-0.9330353097071228,-4.665176548535613,-0.9932016390732692,-0.9932016390732692,-4.966008195366347,-0.9181159929220752,-0.9181159929220752,-4.5905799646103755,-0.8245558840528919,-0.8245558840528919,-4.122779420264459,-0.7385577938079226,-0.7385577938079226,-3.692788969039613,-1.8127640907223843
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15787500825344924,0.15787500825344924,0.7893750412672462,0.1186237453712958,0.1186237453712958,0.5931187268564789,0.09497959425941367,0.09497959425941367,0.4748979712970685,0.07918616089217248,0.07918616089217248,0.3959308044608624,0.0678927201615507,0.0678927201615507,0.33946360080775345,-0.934102173255852,-0.934102173255852,-4.67051086627926,-0.9929392766096454,-0.9929392766096454,-4.964696383048227,-0.9174066899010228,-0.9174066899010228,-4.587033449505113,-0.8237128699228251,-0.8237128699228251,-4.118564349614125,-0.7376970872004835,-0.7376970872004835,-3.6884854360024177,-2.3342009535402517
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15917534876947725,0.15917534876947725,0.7958767438473863,0.11960445871629101,0.11960445871629101,0.5980222935814551,0.09576618867565112,0.09576618867565112,0.4788309433782557,0.0798425729406541,0.0798425729406541,0.3992128647032705,0.06845583301579318,0.06845583301579318,0.34227916507896583,-0.9345715375412816,-0.9345715375412816,-4.672857687706409,-0.9928216221734814,-0.9928216221734814,-4.964108110867407,-0.9170919440776366,-0.9170919440776366,-4.585459720388184,-0.8233393188277847,-0.8233393188277847,-4.116696594138923,-0.7373159077207105,-0.7373159077207105,-3.686579538603554,-1.0703694060441398
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1630810681548009,0.1630810681548009,0.8154053407740045,0.12255069559980795,0.12255069559980795,0.6127534779990398,0.0981294623249407,0.0981294623249407,0.4906473116247035,0.0818148142645253,0.0818148142645253,0.4090740713226265,0.07014779736271566,0.07014779736271566,0.3507389868135783,-0.9359721720140564,-0.9359721720140564,-4.679860860070282,-0.9924622547019122,-0.9924622547019122,-4.962311273509561,-0.9161427203233904,-0.9161427203233904,-4.580713601616951,-0.8222146885906692,-0.8222146885906692,-4.111073442953346,-0.7361690896422046,-0.7361690896422046,-3.680845448211023,-1.2960929101570282
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16841701638428616,0.16841701638428616,0.8420850819214308,0.1265771847685938,0.1265771847685938,0.632885923842969,0.10135974948872167,0.10135974948872167,0.5067987474436084,0.0845108406652915,0.0845108406652915,0.4225542033264576,0.07246080756620557,0.07246080756620557,0.3623040378310278,-0.9378634627517479,-0.9378634627517479,-4.689317313758741,-0.9919567613036656,-0.9919567613036656,-4.959783806518328,-0.914836536512615,-0.914836536512615,-4.574182682563076,-0.8206718294152888,-0.8206718294152888,-4.103359147076445,-0.7345976766531739,-0.7345976766531739,-3.6729883832658685,-1.601573509917509
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1887294987845112,0.1887294987845112,0.943647493922556,0.1419203926356823,0.1419203926356823,0.7096019631784114,0.11367468975114715,0.11367468975114715,0.5683734487557358,0.09479158261233513,0.09479158261233513,0.4739579130616756,0.0812823303144519,0.0812823303144519,0.40641165157225945,-0.9448269074077726,-0.9448269074077726,-4.724134537038863,-0.9898780743880196,-0.9898780743880196,-4.9493903719400985,-0.9097643802478679,-0.9097643802478679,-4.548821901239339,-0.814730021379769,-0.814730021379769,-4.073650106898845,-0.7285657895726705,-0.7285657895726705,-3.6428289478633524,-2.9576568618476164
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2216095490302939,0.2216095490302939,1.1080477451514694,0.16681504473032446,0.16681504473032446,0.8340752236516223,0.13367748642870292,0.13367748642870292,0.6683874321435146,0.1115000409068757,0.1115000409068757,0.5575002045343784,0.09562427361484717,0.09562427361484717,0.4781213680742358,-0.9552968738470132,-0.9552968738470132,-4.7764843692350665,-0.9859882052294642,-0.9859882052294642,-4.92994102614732,-0.901212062944728,-0.901212062944728,-4.50606031472364,-0.8048752206697375,-0.8048752206697375,-4.024376103348687,-0.7186279798937287,-0.7186279798937287,-3.5931398994686434,-2.356963099039728
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2310334784845258,0.2310334784845258,1.1551673924226291,0.17396517686674856,0.17396517686674856,0.8698258843337427,0.1394281090382962,0.1394281090382962,0.6971405451914809,0.11630605945136208,0.11630605945136208,0.5815302972568104,0.0997508728978532,0.0997508728978532,0.4987543644892659,-0.958112519474104,-0.958112519474104,-4.7905625973705215,-0.984751804891832,-0.984751804891832,-4.9237590244591605,-0.8986811276639647,-0.8986811276639647,-4.493405638319825,-0.801995024623785,-0.801995024623785,-4.009975123118927,-0.7157384020474005,-0.7157384020474005,-3.5786920102370026,-0.9742480635723983
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2380865136853664,0.2380865136853664,1.190432568426832,0.1793212019456338,0.1793212019456338,0.8966060097281691,0.14373753368512265,0.14373753368512265,0.7186876684256133,0.11990840083517115,0.11990840083517115,0.5995420041758558,0.1028443636560302,0.1028443636560302,0.514221818280151,-0.9601651915232984,-0.9601651915232984,-4.800825957616492,-0.9837905806282012,-0.9837905806282012,-4.9189529031410055,-0.8967632577311471,-0.8967632577311471,-4.483816288655735,-0.7998227948299401,-0.7998227948299401,-3.999113974149701,-0.7135633778147557,-0.7135633778147557,-3.5678168890737783,-2.217522668806424
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24169222509660115,0.24169222509660115,1.2084611254830055,0.1820609742993966,0.1820609742993966,0.9103048714969828,0.14594253385681238,0.14594253385681238,0.7297126692840619,0.12175187741031986,0.12175187741031986,0.6087593870515993,0.10442757790240326,0.10442757790240326,0.5221378895120163,-0.9611964271468556,-0.9611964271468556,-4.805982135734278,-0.9832872426901279,-0.9832872426901279,-4.916436213450639,-0.8957748968456887,-0.8957748968456887,-4.478874484228443,-0.7987067276279256,-0.7987067276279256,-3.993533638139628,-0.7124472840368179,-0.7124472840368179,-3.5622364201840897,-3.605245112133797
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2433408564996541,0.2433408564996541,1.2167042824982708,0.18331404699744047,0.18331404699744047,0.9165702349872024,0.14695115819077215,0.14695115819077215,0.7347557909538609,0.12259519333321968,0.12259519333321968,0.6129759666660984,0.10515186627117906,0.10515186627117906,0.5257593313558953,-0.9616638333837668,-0.9616638333837668,-4.808319166918833,-0.9830544034657596,-0.9830544034657596,-4.915272017328797,-0.8953212032576214,-0.8953212032576214,-4.476606016288106,-0.7981951688228344,-0.7981951688228344,-3.990975844114172,-0.7119360296857947,-0.7119360296857947,-3.5596801484289737,-2.403398734181064
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2533651674856359,0.2533651674856359,1.2668258374281791,0.19093836928218352,0.19093836928218352,0.9546918464109176,0.1530900318987707,0.1530900318987707,0.7654501594938535,0.12772879336289222,0.12772879336289222,0.6386439668144611,0.10956134019336304,0.10956134019336304,0.5478067009668153,-0.9644501940791999,-0.9644501940791999,-4.822250970396,-0.981602026860102,-0.981602026860102,-4.9080101343005085,-0.8925382740282894,-0.8925382740282894,-4.462691370141449,-0.7950675077845276,-0.7950675077845276,-3.975337538922638,-0.7088145071031959,-0.7088145071031959,-3.5440725355159803,-2.190084207514301
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2562495458263864,0.2562495458263864,1.2812477291319322,0.19313385924671386,0.19313385924671386,0.9656692962335692,0.1548583917793958,0.1548583917793958,0.774291958896979,0.1292078535582819,0.1292078535582819,0.6460392677914095,0.1108319136327152,0.1108319136327152,0.5541595681635759,-0.9652341610446536,-0.9652341610446536,-4.826170805223268,-0.9811724172705176,-0.9811724172705176,-4.905862086352586,-0.8917297399195772,-0.8917297399195772,-4.458648699597887,-0.7941620471241956,-0.7941620471241956,-3.970810235620978,-0.70791218024242,-0.70791218024242,-3.5395609012121003,-1.7131598548152809
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26253740440527545,0.26253740440527545,1.312687022026377,0.1979226439551608,0.1979226439551608,0.9896132197758042,0.15871650954854227,0.15871650954854227,0.7935825477427114,0.13243523671389168,0.13243523671389168,0.6621761835694584,0.11360459775323847,0.11360459775323847,0.5680229887661924,-0.9669155076570148,-0.9669155076570148,-4.834577538285076,-0.9802176426742168,-0.9802176426742168,-4.901088213371084,-0.8899550123289437,-0.8899550123289437,-4.4497750616447185,-0.7921795397565942,-0.7921795397565942,-3.9608976987829694,-0.7059386298438888,-0.7059386298438888,-3.529693149219444,-1.0862673877088025
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2755352391119993,0.2755352391119993,1.3776761955599963,0.20783375844904795,0.20783375844904795,1.0391687922452395,0.16670590076506153,0.16670590076506153,0.8335295038253077,0.13912050251049007,0.13912050251049007,0.6956025125524503,0.11934902279103946,0.11934902279103946,0.5967451139551971,-0.9702700213577122,-0.9702700213577122,-4.851350106788561,-0.978164162525362,-0.978164162525362,-4.890820812626809,-0.8862331070862818,-0.8862331070862818,-4.431165535431409,-0.7880434534568566,-0.7880434534568566,-3.9402172672842832,-0.7018303347066172,-0.7018303347066172,-3.5091516735330863,-1.1168717923979141
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2980704669131617,0.2980704669131617,1.4903523345658083,0.22505837370547124,0.22505837370547124,1.1252918685273563,0.1806058119122595,0.1806058119122595,0.9030290595612976,0.15075830254358205,0.15075830254358205,0.7537915127179102,0.1293525034814061,0.1293525034814061,0.6467625174070304,-0.9756944725422076,-0.9756944725422076,-4.878472362711038,-0.9743452819329748,-0.9743452819329748,-4.871726409664875,-0.8796066598427381,-0.8796066598427381,-4.39803329921369,-0.7807481468916498,-0.7807481468916498,-3.9037407344582484,-0.694613094369527,-0.694613094369527,-3.473065471847635,-1.6364861006231564
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30205003485652626,0.30205003485652626,1.5102501742826313,0.22810585283781115,0.22810585283781115,1.1405292641890559,0.1830671662502568,0.1830671662502568,0.9153358312512836,0.1528200363184896,0.1528200363184896,0.7641001815924481,0.13112519242351395,0.13112519242351395,0.6556259621175697,-0.9766001698719268,-0.9766001698719268,-4.883000849359634,-0.9736363386301556,-0.9736363386301556,-4.8681816931507775,-0.8784131839260686,-0.8784131839260686,-4.392065919630343,-0.7794430810199962,-0.7794430810199962,-3.8972154050999808,-0.6933257864442222,-0.6933257864442222,-3.466628932221111,-2.3026598079728062
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3206201824083621,0.3206201824083621,1.6031009120418105,0.2423507686636268,0.2423507686636268,1.2117538433181338,0.1945812258408211,0.1945812258408211,0.9729061292041056,0.16246869941942518,0.16246869941942518,0.8123434970971259,0.13942322510222407,0.13942322510222407,0.6971161255111203,-0.9806161462679732,-0.9806161462679732,-4.903080731339867,-0.97018869552688,-0.97018869552688,-4.8509434776344005,-0.8727495050606899,-0.8727495050606899,-4.3637475253034514,-0.7732847789712786,-0.7732847789712786,-3.8664238948563927,-0.6872662845929982,-0.6872662845929982,-3.4363314229649915,-0.28615608844571616
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3401284830275804,0.3401284830275804,1.7006424151379018,0.2573609317313354,0.2573609317313354,1.286804658656677,0.2067305277090728,0.2067305277090728,1.033652638545364,0.17265721219327804,0.17265721219327804,0.8632860609663902,0.14818941747201228,0.14818941747201228,0.7409470873600614,-0.984456322317022,-0.984456322317022,-4.922281611585111,-0.966315347502242,-0.966315347502242,-4.8315767375112095,-0.8666284705670556,-0.8666284705670556,-4.333142352835279,-0.7666908047658771,-0.7666908047658771,-3.8334540238293857,-0.6808046877138979,-0.6808046877138979,-3.4040234385694896,-1.0971360574339195
