"rep","sampleSize","noiseRate","treeDepth","errorRate"
1,2048,0,2,0.2507181168
1,2048,0,3,0.127743721
1,2048,0,4,0.1095809937
1,2048,0,5,0.0722637177
1,2048,0,6,0.0519571304
1,2048,0,7,0.0401506424
1,2048,0,8,0.0333652496
1,2048,0,9,0.0270929337
1,2048,0,10,0.0236825943
1,2048,0,11,0.022690773
1,2048,0,12,0.022690773
1,2048,0,13,0.022690773
1,2048,0,14,0.022690773
1,2048,0,15,0.022690773
1,2048,0,16,0.022690773
1,2048,0,17,0.022690773
1,2048,0,18,0.022690773
1,2048,0,19,0.022690773
1,2048,0,20,0.022690773
1,4096,0,2,0.2502555847
1,4096,0,3,0.1389551163
1,4096,0,4,0.0961465836
1,4096,0,5,0.0771694183
1,4096,0,6,0.0465965271
1,4096,0,7,0.0358800888
1,4096,0,8,0.0294475555
1,4096,0,9,0.0228099823
1,4096,0,10,0.0195713043
1,4096,0,11,0.0186748505
1,4096,0,12,0.015370369
1,4096,0,13,0.015370369
1,4096,0,14,0.015370369
1,4096,0,15,0.015370369
1,4096,0,16,0.015370369
1,4096,0,17,0.015370369
1,4096,0,18,0.015370369
1,4096,0,19,0.015370369
1,4096,0,20,0.015370369
1,8192,0,2,0.2506780624
1,8192,0,3,0.1414232254
1,8192,0,4,0.1070928574
1,8192,0,5,0.0600681305
1,8192,0,6,0.0556535721
1,8192,0,7,0.0391378403
1,8192,0,8,0.02439785
1,8192,0,9,0.0200910568
1,8192,0,10,0.0151233673
1,8192,0,11,0.0136346817
1,8192,0,12,0.0119905472
1,8192,0,13,0.0116825104
1,8192,0,14,0.0116825104
1,8192,0,15,0.0116825104
1,8192,0,16,0.0116825104
1,8192,0,17,0.0116825104
1,8192,0,18,0.0116825104
1,8192,0,19,0.0116825104
1,8192,0,20,0.0116825104
1,16384,0,2,0.2456922531
1,16384,0,3,0.1385784149
1,16384,0,4,0.0904493332
1,16384,0,5,0.0771379471
1,16384,0,6,0.0574932098
1,16384,0,7,0.031785965
1,16384,0,8,0.0260391235
1,16384,0,9,0.0181999207
1,16384,0,10,0.012799263
1,16384,0,11,0.0094642639
1,16384,0,12,0.0078411102
1,16384,0,13,0.0063447952
1,16384,0,14,0.0063400269
1,16384,0,15,0.0063400269
1,16384,0,16,0.0063400269
1,16384,0,17,0.0063400269
1,16384,0,18,0.0063400269
1,16384,0,19,0.0063400269
1,16384,0,20,0.0063400269
1,32768,0,2,0.2433805466
1,32768,0,3,0.1365737915
1,32768,0,4,0.0874652863
1,32768,0,5,0.0841016769
1,32768,0,6,0.0501441956
1,32768,0,7,0.0326395035
1,32768,0,8,0.0275850296
1,32768,0,9,0.0182275772
1,32768,0,10,0.0129547119
1,32768,0,11,0.0110139847
1,32768,0,12,0.0072908401
1,32768,0,13,0.0063085556
1,32768,0,14,0.0055990219
1,32768,0,15,0.0053882599
1,32768,0,16,0.0053882599
1,32768,0,17,0.0053882599
1,32768,0,18,0.0053882599
1,32768,0,19,0.0053882599
1,32768,0,20,0.0053882599
1,64,0.02,2,0.2510547638
1,64,0.02,3,0.2510547638
1,64,0.02,4,0.129825592
1,64,0.02,5,0.1430425644
1,64,0.02,6,0.1463327408
1,64,0.02,7,0.1463327408
1,64,0.02,8,0.1463327408
1,64,0.02,9,0.1463327408
1,64,0.02,10,0.1463327408
1,64,0.02,11,0.1463327408
1,64,0.02,12,0.1463327408
1,64,0.02,13,0.1463327408
1,64,0.02,14,0.1463327408
1,64,0.02,15,0.1463327408
1,64,0.02,16,0.1463327408
1,64,0.02,17,0.1463327408
1,64,0.02,18,0.1463327408
1,64,0.02,19,0.1463327408
1,64,0.02,20,0.1463327408
1,128,0.02,2,0.1672697067
1,128,0.02,3,0.1697454453
1,128,0.02,4,0.1491947174
1,128,0.02,5,0.1320238113
1,128,0.02,6,0.1380243301
1,128,0.02,7,0.1217002869
1,128,0.02,8,0.1217002869
1,128,0.02,9,0.1217002869
1,128,0.02,10,0.1217002869
1,128,0.02,11,0.1217002869
1,128,0.02,12,0.1217002869
1,128,0.02,13,0.1217002869
1,128,0.02,14,0.1217002869
1,128,0.02,15,0.1217002869
1,128,0.02,16,0.1217002869
1,128,0.02,17,0.1217002869
1,128,0.02,18,0.1217002869
1,128,0.02,19,0.1217002869
1,128,0.02,20,0.1217002869
1,256,0.02,2,0.2222747803
1,256,0.02,3,0.1437292099
1,256,0.02,4,0.115732193
1,256,0.02,5,0.115732193
1,256,0.02,6,0.0823431015
1,256,0.02,7,0.0837812424
1,256,0.02,8,0.0825910568
1,256,0.02,9,0.0825910568
1,256,0.02,10,0.0825910568
1,256,0.02,11,0.0825910568
1,256,0.02,12,0.0825910568
1,256,0.02,13,0.0825910568
1,256,0.02,14,0.0825910568
1,256,0.02,15,0.0825910568
1,256,0.02,16,0.0825910568
1,256,0.02,17,0.0825910568
1,256,0.02,18,0.0825910568
1,256,0.02,19,0.0825910568
1,256,0.02,20,0.0825910568
1,512,0.02,2,0.2126264572
1,512,0.02,3,0.1446809769
1,512,0.02,4,0.0918941498
1,512,0.02,5,0.0863437653
1,512,0.02,6,0.0678844452
1,512,0.02,7,0.0670232773
1,512,0.02,8,0.0566616058
1,512,0.02,9,0.068025589
1,512,0.02,10,0.068025589
1,512,0.02,11,0.068025589
1,512,0.02,12,0.068025589
1,512,0.02,13,0.068025589
1,512,0.02,14,0.068025589
1,512,0.02,15,0.068025589
1,512,0.02,16,0.068025589
1,512,0.02,17,0.068025589
1,512,0.02,18,0.068025589
1,512,0.02,19,0.068025589
1,512,0.02,20,0.068025589
1,1024,0.02,2,0.2507944107
1,1024,0.02,3,0.1263465881
1,1024,0.02,4,0.1271905899
1,1024,0.02,5,0.077129364
1,1024,0.02,6,0.0638713837
1,1024,0.02,7,0.0512237549
1,1024,0.02,8,0.0342235565
1,1024,0.02,9,0.0370674133
1,1024,0.02,10,0.0488796234
1,1024,0.02,11,0.0488796234
1,1024,0.02,12,0.0488796234
1,1024,0.02,13,0.0488796234
1,1024,0.02,14,0.0488796234
1,1024,0.02,15,0.0488796234
1,1024,0.02,16,0.0488796234
1,1024,0.02,17,0.0488796234
1,1024,0.02,18,0.0488796234
1,1024,0.02,19,0.0488796234
1,1024,0.02,20,0.0488796234
1,2048,0.02,2,0.2513198853
1,2048,0.02,3,0.1346254349
1,2048,0.02,4,0.0902833939
1,2048,0.02,5,0.0858192444
1,2048,0.02,6,0.0500364304
1,2048,0.02,7,0.0381937027
1,2048,0.02,8,0.0282373428
1,2048,0.02,9,0.029583931
1,2048,0.02,10,0.0398845673
1,2048,0.02,11,0.0418577194
1,2048,0.02,12,0.0418577194
1,2048,0.02,13,0.0418577194
1,2048,0.02,14,0.0418577194
1,2048,0.02,15,0.0418577194
1,2048,0.02,16,0.0418577194
1,2048,0.02,17,0.0418577194
1,2048,0.02,18,0.0418577194
1,2048,0.02,19,0.0418577194
1,2048,0.02,20,0.0418577194
1,4096,0.02,2,0.2430953979
1,4096,0.02,3,0.1359167099
1,4096,0.02,4,0.0849485397
1,4096,0.02,5,0.0839996338
1,4096,0.02,6,0.0482215881
1,4096,0.02,7,0.0370731354
1,4096,0.02,8,0.0284032822
1,4096,0.02,9,0.0219268799
1,4096,0.02,10,0.018406868
1,4096,0.02,11,0.0369195938
1,4096,0.02,12,0.0331993103
1,4096,0.02,13,0.0331993103
1,4096,0.02,14,0.0331993103
1,4096,0.02,15,0.0331993103
1,4096,0.02,16,0.0331993103
1,4096,0.02,17,0.0331993103
1,4096,0.02,18,0.0331993103
1,4096,0.02,19,0.0331993103
1,4096,0.02,20,0.0331993103
1,8192,0.02,2,0.2277860641
1,8192,0.02,3,0.1371583939
1,8192,0.02,4,0.0882520676
1,8192,0.02,5,0.0698070526
1,8192,0.02,6,0.0498733521
1,8192,0.02,7,0.0337181091
1,8192,0.02,8,0.0234832764
1,8192,0.02,9,0.021156311
1,8192,0.02,10,0.0167255402
1,8192,0.02,11,0.0150814056
1,8192,0.02,12,0.0338001251
1,8192,0.02,13,0.0314540863
1,8192,0.02,14,0.0314540863
1,8192,0.02,15,0.0314540863
1,8192,0.02,16,0.0314540863
1,8192,0.02,17,0.0314540863
1,8192,0.02,18,0.0314540863
1,8192,0.02,19,0.0314540863
1,8192,0.02,20,0.0314540863
1,16384,0.02,2,0.2388753891
1,16384,0.02,3,0.1393280029
1,16384,0.02,4,0.0869092941
1,16384,0.02,5,0.0714979172
1,16384,0.02,6,0.0535888672
1,16384,0.02,7,0.0308561325
1,16384,0.02,8,0.0260829926
1,16384,0.02,9,0.0198135376
1,16384,0.02,10,0.0141305923
1,16384,0.02,11,0.0127859116
1,32768,0.02,2,0.2506542206
1,32768,0.02,3,0.1313333511
1,32768,0.02,4,0.0901956558
1,32768,0.02,5,0.0836515427
1,32768,0.02,6,0.0468835831
1,32768,0.02,7,0.0333356857
1,32768,0.02,8,0.0256404877
1,32768,0.02,9,0.0163860321
1,32768,0.02,10,0.0118465424
1,64,0.04,2,0.2842073441
1,64,0.04,3,0.1771306992
1,64,0.04,4,0.1223363876
1,64,0.04,5,0.1578617096
1,64,0.04,6,0.1672782898
1,64,0.04,7,0.1672782898
1,64,0.04,8,0.1672782898
1,64,0.04,9,0.1672782898
1,64,0.04,10,0.1672782898
1,64,0.04,11,0.1672782898
1,64,0.04,12,0.1672782898
1,64,0.04,13,0.1672782898
1,64,0.04,14,0.1672782898
1,64,0.04,15,0.1672782898
1,64,0.04,16,0.1672782898
1,64,0.04,17,0.1672782898
1,64,0.04,18,0.1672782898
1,64,0.04,19,0.1672782898
1,64,0.04,20,0.1672782898
1,128,0.04,2,0.2510299683
1,128,0.04,3,0.1849975586
1,128,0.04,4,0.1874990463
1,128,0.04,5,0.1207437515
1,128,0.04,6,0.1962203979
1,128,0.04,7,0.1617088318
1,128,0.04,8,0.1617088318
1,128,0.04,9,0.1617088318
1,128,0.04,10,0.1617088318
1,128,0.04,11,0.1617088318
1,128,0.04,12,0.1617088318
1,128,0.04,13,0.1617088318
1,128,0.04,14,0.1617088318
1,128,0.04,15,0.1617088318
1,128,0.04,16,0.1617088318
1,128,0.04,17,0.1617088318
1,128,0.04,18,0.1617088318
1,128,0.04,19,0.1617088318
1,128,0.04,20,0.1617088318
1,256,0.04,2,0.1850214005
1,256,0.04,3,0.1701049805
1,256,0.04,4,0.1130170822
1,256,0.04,5,0.0947961807
1,256,0.04,6,0.0574369431
1,256,0.04,7,0.0777873993
1,256,0.04,8,0.0543355942
1,256,0.04,9,0.0543355942
1,256,0.04,10,0.0543355942
1,256,0.04,11,0.0543355942
1,256,0.04,12,0.0543355942
1,256,0.04,13,0.0543355942
1,256,0.04,14,0.0543355942
1,256,0.04,15,0.0543355942
1,256,0.04,16,0.0543355942
1,256,0.04,17,0.0543355942
1,256,0.04,18,0.0543355942
1,256,0.04,19,0.0543355942
1,256,0.04,20,0.0543355942
1,512,0.04,2,0.1712551117
1,512,0.04,3,0.1678066254
1,512,0.04,4,0.0840034485
1,512,0.04,5,0.0796918869
1,512,0.04,6,0.0740709305
1,512,0.04,7,0.0573616028
1,512,0.04,8,0.0640363693
1,512,0.04,9,0.0781965256
1,512,0.04,10,0.0781965256
1,512,0.04,11,0.0781965256
1,512,0.04,12,0.0781965256
1,512,0.04,13,0.0781965256
1,512,0.04,14,0.0781965256
1,512,0.04,15,0.0781965256
1,512,0.04,16,0.0781965256
1,512,0.04,17,0.0781965256
1,512,0.04,18,0.0781965256
1,512,0.04,19,0.0781965256
1,512,0.04,20,0.0781965256
1,1024,0.04,2,0.2513628006
1,1024,0.04,3,0.1335000992
1,1024,0.04,4,0.0969009399
1,1024,0.04,5,0.0641059875
1,1024,0.04,6,0.056968689
1,1024,0.04,7,0.0373106003
1,1024,0.04,8,0.047832489
1,1024,0.04,9,0.0789422989
1,1024,0.04,10,0.0672874451
1,1024,0.04,11,0.0672874451
1,1024,0.04,12,0.0672874451
1,1024,0.04,13,0.0672874451
1,1024,0.04,14,0.0672874451
1,1024,0.04,15,0.0672874451
1,1024,0.04,16,0.0672874451
1,1024,0.04,17,0.0672874451
1,1024,0.04,18,0.0672874451
1,1024,0.04,19,0.0672874451
1,1024,0.04,20,0.0672874451
1,2048,0.04,2,0.2352647781
1,2048,0.04,3,0.1299362183
1,2048,0.04,4,0.1048851013
1,2048,0.04,5,0.077129364
1,2048,0.04,6,0.0554285049
1,2048,0.04,7,0.0408124924
1,2048,0.04,8,0.0309391022
1,2048,0.04,9,0.0384750366
1,2048,0.04,10,0.0623264313
1,2048,0.04,11,0.0587663651
1,2048,0.04,12,0.0587663651
1,2048,0.04,13,0.0587663651
1,2048,0.04,14,0.0587663651
1,2048,0.04,15,0.0587663651
1,2048,0.04,16,0.0587663651
1,2048,0.04,17,0.0587663651
1,2048,0.04,18,0.0587663651
1,2048,0.04,19,0.0587663651
1,2048,0.04,20,0.0587663651
1,4096,0.04,2,0.2268714905
1,4096,0.04,3,0.1383094788
1,4096,0.04,4,0.1037502289
1,4096,0.04,5,0.0632076263
1,4096,0.04,6,0.0544567108
1,4096,0.04,7,0.039560318
1,4096,0.04,8,0.033288002
1,4096,0.04,9,0.0226593018
1,4096,0.04,10,0.032075882
1,4096,0.04,11,0.0556240082
1,4096,0.04,12,0.0551624298
1,4096,0.04,13,0.0551624298
1,4096,0.04,14,0.0551624298
1,4096,0.04,15,0.0551624298
1,4096,0.04,16,0.0551624298
1,4096,0.04,17,0.0551624298
1,4096,0.04,18,0.0551624298
1,4096,0.04,19,0.0551624298
1,4096,0.04,20,0.0551624298
1,8192,0.04,2,0.2257108688
1,8192,0.04,3,0.1324796677
1,8192,0.04,4,0.0905179977
1,8192,0.04,5,0.0796890259
1,8192,0.04,6,0.0475940704
1,8192,0.04,7,0.0386734009
1,8192,0.04,8,0.0317220688
1,8192,0.04,9,0.0217847824
1,8192,0.04,10,0.0178575516
1,8192,0.04,11,0.0296478271
1,8192,0.04,12,0.0476284027
1,16384,0.04,2,0.1935920715
1,16384,0.04,3,0.1472330093
1,16384,0.04,4,0.1043071747
1,16384,0.04,5,0.0753335953
1,16384,0.04,6,0.0451631546
1,16384,0.04,7,0.0366001129
1,16384,0.04,8,0.0250310898
1,16384,0.04,9,0.0211486816
1,16384,0.04,10,0.0137634277
1,32768,0.04,2,0.2383499146
1,32768,0.04,3,0.1323804855
1,32768,0.04,4,0.0899200439
1,32768,0.04,5,0.0846595764
1,32768,0.04,6,0.0432500839
1,32768,0.04,7,0.0302915573
1,32768,0.04,8,0.0280342102
1,32768,0.04,9,0.0188436508
1,32768,0.04,10,0.0120067596
1,64,0.06,2,0.2183542252
1,64,0.06,3,0.1687011719
1,64,0.06,4,0.1112804413
1,64,0.06,5,0.1292066574
1,64,0.06,6,0.1188735962
1,64,0.06,7,0.1188735962
1,64,0.06,8,0.1188735962
1,64,0.06,9,0.1188735962
1,64,0.06,10,0.1188735962
1,64,0.06,11,0.1188735962
1,64,0.06,12,0.1188735962
1,64,0.06,13,0.1188735962
1,64,0.06,14,0.1188735962
1,64,0.06,15,0.1188735962
1,64,0.06,16,0.1188735962
1,64,0.06,17,0.1188735962
1,64,0.06,18,0.1188735962
1,64,0.06,19,0.1188735962
1,64,0.06,20,0.1188735962
1,128,0.06,2,0.2021074295
1,128,0.06,3,0.140873909
1,128,0.06,4,0.1053113937
1,128,0.06,5,0.0850448608
1,128,0.06,6,0.1029949188
1,128,0.06,7,0.1121482849
1,128,0.06,8,0.1121482849
1,128,0.06,9,0.1121482849
1,128,0.06,10,0.1121482849
1,128,0.06,11,0.1121482849
1,128,0.06,12,0.1121482849
1,128,0.06,13,0.1121482849
1,128,0.06,14,0.1121482849
1,128,0.06,15,0.1121482849
1,128,0.06,16,0.1121482849
1,128,0.06,17,0.1121482849
1,128,0.06,18,0.1121482849
1,128,0.06,19,0.1121482849
1,128,0.06,20,0.1121482849
1,256,0.06,2,0.2530450821
1,256,0.06,3,0.1378307343
1,256,0.06,4,0.1026229858
1,256,0.06,5,0.0878143311
1,256,0.06,6,0.1088085175
1,256,0.06,7,0.1099090576
1,256,0.06,8,0.1149578094
1,256,0.06,9,0.1149578094
1,256,0.06,10,0.1149578094
1,256,0.06,11,0.1149578094
1,256,0.06,12,0.1149578094
1,256,0.06,13,0.1149578094
1,256,0.06,14,0.1149578094
1,256,0.06,15,0.1149578094
1,256,0.06,16,0.1149578094
1,256,0.06,17,0.1149578094
1,256,0.06,18,0.1149578094
1,256,0.06,19,0.1149578094
1,256,0.06,20,0.1149578094
1,512,0.06,2,0.2069644928
1,512,0.06,3,0.1329488754
1,512,0.06,4,0.1326551437
1,512,0.06,5,0.1008787155
1,512,0.06,6,0.0684204102
1,512,0.06,7,0.0473976135
1,512,0.06,8,0.0929574966
1,512,0.06,9,0.0953569412
1,512,0.06,10,0.0953569412
1,512,0.06,11,0.0953569412
1,512,0.06,12,0.0953569412
1,512,0.06,13,0.0953569412
1,512,0.06,14,0.0953569412
1,512,0.06,15,0.0953569412
1,512,0.06,16,0.0953569412
1,512,0.06,17,0.0953569412
1,512,0.06,18,0.0953569412
1,512,0.06,19,0.0953569412
1,512,0.06,20,0.0953569412
1,1024,0.06,2,0.2047872543
1,1024,0.06,3,0.1441469193
1,1024,0.06,4,0.1057729721
1,1024,0.06,5,0.0860395432
1,1024,0.06,6,0.0532026291
1,1024,0.06,7,0.0384292603
1,1024,0.06,8,0.055182457
1,1024,0.06,9,0.0763187408
1,1024,0.06,10,0.0761871338
1,1024,0.06,11,0.0761871338
1,1024,0.06,12,0.0761871338
1,1024,0.06,13,0.0761871338
1,1024,0.06,14,0.0761871338
1,1024,0.06,15,0.0761871338
1,1024,0.06,16,0.0761871338
1,1024,0.06,17,0.0761871338
1,1024,0.06,18,0.0761871338
1,1024,0.06,19,0.0761871338
1,1024,0.06,20,0.0761871338
1,2048,0.06,2,0.1764659882
1,2048,0.06,3,0.1685667038
1,2048,0.06,4,0.1008653641
1,2048,0.06,5,0.0691194534
1,2048,0.06,6,0.0462360382
1,2048,0.06,7,0.0353326797
1,2048,0.06,8,0.0320940018
1,2048,0.06,9,0.0681276321
1,2048,0.06,10,0.0810470581
1,2048,0.06,11,0.0846357346
1,2048,0.06,12,0.0846357346
1,2048,0.06,13,0.0846357346
1,2048,0.06,14,0.0846357346
1,2048,0.06,15,0.0846357346
1,2048,0.06,16,0.0846357346
1,2048,0.06,17,0.0846357346
1,2048,0.06,18,0.0846357346
1,2048,0.06,19,0.0846357346
1,2048,0.06,20,0.0846357346
1,4096,0.06,2,0.2268438339
1,4096,0.06,3,0.1341295242
1,4096,0.06,4,0.0928268433
1,4096,0.06,5,0.0724859238
1,4096,0.06,6,0.05651474
1,4096,0.06,7,0.0362691879
1,4096,0.06,8,0.0309619904
1,4096,0.06,9,0.0230398178
1,4096,0.06,10,0.0513896942
1,4096,0.06,11,0.0772571564
1,4096,0.06,12,0.0734300613
1,4096,0.06,13,0.0734300613
1,4096,0.06,14,0.0734300613
1,4096,0.06,15,0.0734300613
1,4096,0.06,16,0.0734300613
1,4096,0.06,17,0.0734300613
1,4096,0.06,18,0.0734300613
1,4096,0.06,19,0.0734300613
1,4096,0.06,20,0.0734300613
1,8192,0.06,2,0.2040739059
1,8192,0.06,3,0.1411762238
1,8192,0.06,4,0.0924406052
1,8192,0.06,5,0.0634632111
1,8192,0.06,6,0.0524158478
1,8192,0.06,7,0.0374088287
1,8192,0.06,8,0.025103569
1,8192,0.06,9,0.0198993683
1,8192,0.06,10,0.0173254013
1,16384,0.06,2,0.2506580353
1,16384,0.06,3,0.1362066269
1,16384,0.06,4,0.0861063004
1,16384,0.06,5,0.0727357864
1,16384,0.06,6,0.0488882065
1,16384,0.06,7,0.0350971222
1,16384,0.06,8,0.0260877609
1,16384,0.06,9,0.0162038803
1,16384,0.06,10,0.0130233765
1,32768,0.06,2,0.2464666367
1,32768,0.06,3,0.1356468201
1,32768,0.06,4,0.0897550583
1,32768,0.06,5,0.0734701157
1,32768,0.06,6,0.0499048233
1,32768,0.06,7,0.0328788757
1,32768,0.06,8,0.025428772
1,32768,0.06,9,0.0179481506
1,64,0.08,2,0.1843509674
1,64,0.08,3,0.1389951706
1,64,0.08,4,0.1106500626
1,64,0.08,5,0.1426925659
1,64,0.08,6,0.1498842239
1,64,0.08,7,0.1498842239
1,64,0.08,8,0.1498842239
1,64,0.08,9,0.1498842239
1,64,0.08,10,0.1498842239
1,64,0.08,11,0.1498842239
1,64,0.08,12,0.1498842239
1,64,0.08,13,0.1498842239
1,64,0.08,14,0.1498842239
1,64,0.08,15,0.1498842239
1,64,0.08,16,0.1498842239
1,64,0.08,17,0.1498842239
1,64,0.08,18,0.1498842239
1,64,0.08,19,0.1498842239
1,64,0.08,20,0.1498842239
1,128,0.08,2,0.1688499451
1,128,0.08,3,0.1470022202
1,128,0.08,4,0.1282281876
1,128,0.08,5,0.1139173508
1,128,0.08,6,0.110742569
1,128,0.08,7,0.1014547348
1,128,0.08,8,0.1014547348
1,128,0.08,9,0.1014547348
1,128,0.08,10,0.1014547348
1,128,0.08,11,0.1014547348
1,128,0.08,12,0.1014547348
1,128,0.08,13,0.1014547348
1,128,0.08,14,0.1014547348
1,128,0.08,15,0.1014547348
1,128,0.08,16,0.1014547348
1,128,0.08,17,0.1014547348
1,128,0.08,18,0.1014547348
1,128,0.08,19,0.1014547348
1,128,0.08,20,0.1014547348
1,256,0.08,2,0.2503643036
1,256,0.08,3,0.1279249191
1,256,0.08,4,0.1183595657
1,256,0.08,5,0.0827217102
1,256,0.08,6,0.0830125809
1,256,0.08,7,0.1199321747
1,256,0.08,8,0.1223459244
1,256,0.08,9,0.1223459244
1,256,0.08,10,0.1223459244
1,256,0.08,11,0.1223459244
1,256,0.08,12,0.1223459244
1,256,0.08,13,0.1223459244
1,256,0.08,14,0.1223459244
1,256,0.08,15,0.1223459244
1,256,0.08,16,0.1223459244
1,256,0.08,17,0.1223459244
1,256,0.08,18,0.1223459244
1,256,0.08,19,0.1223459244
1,256,0.08,20,0.1223459244
1,512,0.08,2,0.2506923676
1,512,0.08,3,0.1796350479
1,512,0.08,4,0.0910825729
1,512,0.08,5,0.0875167847
1,512,0.08,6,0.0699911118
1,512,0.08,7,0.0833673477
1,512,0.08,8,0.1059780121
1,512,0.08,9,0.0945014954
1,512,0.08,10,0.0945014954
1,512,0.08,11,0.0945014954
1,512,0.08,12,0.0945014954
1,512,0.08,13,0.0945014954
1,512,0.08,14,0.0945014954
1,512,0.08,15,0.0945014954
1,512,0.08,16,0.0945014954
1,512,0.08,17,0.0945014954
1,512,0.08,18,0.0945014954
1,512,0.08,19,0.0945014954
1,512,0.08,20,0.0945014954
1,1024,0.08,2,0.1926441193
1,1024,0.08,3,0.1547698975
1,1024,0.08,4,0.1109142303
1,1024,0.08,5,0.0825061798
1,1024,0.08,6,0.0601358414
1,1024,0.08,7,0.0513591766
1,1024,0.08,8,0.0730676651
1,1024,0.08,9,0.0923089981
1,1024,0.08,10,0.103260994
1,1024,0.08,11,0.103260994
1,1024,0.08,12,0.103260994
1,1024,0.08,13,0.103260994
1,1024,0.08,14,0.103260994
1,1024,0.08,15,0.103260994
1,1024,0.08,16,0.103260994
1,1024,0.08,17,0.103260994
1,1024,0.08,18,0.103260994
1,1024,0.08,19,0.103260994
1,1024,0.08,20,0.103260994
1,2048,0.08,2,0.2503814697
1,2048,0.08,3,0.1482000351
1,2048,0.08,4,0.0941076279
1,2048,0.08,5,0.0745820999
1,2048,0.08,6,0.0545511246
1,2048,0.08,7,0.0374708176
1,2048,0.08,8,0.0346269608
1,2048,0.08,9,0.0704574585
1,2048,0.08,10,0.1099042892
1,2048,0.08,11,0.0984649658
1,2048,0.08,12,0.0984649658
1,2048,0.08,13,0.0984649658
1,2048,0.08,14,0.0984649658
1,2048,0.08,15,0.0984649658
1,2048,0.08,16,0.0984649658
1,2048,0.08,17,0.0984649658
1,2048,0.08,18,0.0984649658
1,2048,0.08,19,0.0984649658
1,2048,0.08,20,0.0984649658
1,4096,0.08,2,0.1975927353
1,4096,0.08,3,0.1381492615
1,4096,0.08,4,0.1073007584
1,4096,0.08,5,0.0662813187
1,4096,0.08,6,0.054397583
1,4096,0.08,7,0.0390806198
1,4096,0.08,8,0.028383255
1,4096,0.08,9,0.0292854309
1,4096,0.08,10,0.066781044
1,4096,0.08,11,0.0920810699
1,4096,0.08,12,0.0956268311
1,4096,0.08,13,0.0956268311
1,4096,0.08,14,0.0956268311
1,4096,0.08,15,0.0956268311
1,4096,0.08,16,0.0956268311
1,4096,0.08,17,0.0956268311
1,4096,0.08,18,0.0956268311
1,4096,0.08,19,0.0956268311
1,4096,0.08,20,0.0956268311
1,8192,0.08,2,0.2198801041
1,8192,0.08,3,0.1333312988
1,8192,0.08,4,0.0912761688
1,8192,0.08,5,0.0827064514
1,8192,0.08,6,0.0504188538
